tweet,label
@richiejape We can expect more of that txt speak when the txt message levy comes in ,0
@_Sulpicia_ enjoy too.. I think all the shopping has affected my typing ,4
"writing music for my debut EP.  which of course, will never be released. sigh.",4
Car broke down ,0
Is anyone else watching You've Got Mail right now? Rockstar. I need the pickup. It's one hit after another for my ppl the last couple wks ,0
@jordanmccoy Love ya so much&lt;33stay my good friend  much love from Japan,4
@TonyMackGD just trying to get good people good jobs and clients ,4
blagh class at 8 tomorrow ,0
"is hungry, aching and bored  http://plurk.com/p/oxmwg",0
its true its true.. wala ngang hangover ,4
so i guesss im not in coolifornia anymore how exiting ,4
@Abbie12 Have a great time and take care. ,4
@chantelYO ohh sarcasm. im proud.  for a min there i was worried. and no its not bad. she likes rupert not an australian guy.,4
@adlantis  Clean Me!,0
@sskarimi Enjoy the sun! I have to work... ,0
Time to watch the inbetweeners  Watched Crank on thursday instead. What a movie! So ridiculous but actually very well made ,4
thinks it's time for New Zealand to turn away from the big political parties. Mount Albert for RAM? ,4
Lovely saturday outings with momma ,4
@recyclersREALM   oo do you hawe freend in Latvia its ok  i to from Latvia,4
"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",0
@UncleRUSH wish i had some  x,0
"@zackalltimelow  Now why in the hell would people make fun of you, Zack? I'm literally pouting right now.",0
@hutsoncap  everything alright?,0
I am watching my best friend Toms tv-show... pa tv3 ,4
getting ready for work ,0
@diskgrinder  lots more from them on blip - new Brooklyn band (one of NYC's 5 boroughs),4
@hiannie COol! YOur back to writing and meeting the deadline thus far? ,4
Doing laundry on a friday night ,4
@vaneeey haha I knew it  ....nooo j/k ;) TWITTER IS FUNNY  i always write sth stupid,4
usually cbc covers the playoffs but something else is on rite now.  this sucks! I guess 4 some things it would b nice 2 get cable!,0
totally shocked by the episode of house this eveing  Lost one of my favorite characters.,0
haa. i Rememberr ,4
"@prisofreedom you bet I will.  but I mean, not JUST for you. HEHEHEE,",4
had a grilled steak but now my tummy is upset ,0
Back to reality ,0
@daftasabat I needed a lie in lol. I haven't slept for more than 6 hours in a few days now. It's killing me! ,0
"@pob34 might Sky+ it, don't think i could stay up and watch whole thing tonight ",0
@coffeemaverick It's sunny on our side of the Rocky Mts ,4
"@urbankiwi thanks, ",4
I'm extremely surprised there's like 1000 people at the High right now! The Terracota exhibit is amazing and the jazz is cool ,4
"Lily Allen came to philly tonight and hid those ticktes, that could have been me ",0
Just went to see Phil and Fern in All Star Mr and Mrs...utter legends! &quot;Doggy dos!&quot; Man I love them! Cant believe Fern is leaving TM  xx,0
my deck ,4
@kimkardashian &quot;aloe vera does wonders!!! Then lay in front of a fan...it feels amazing after getting burnt!  &quot;,4
@SLyvettexoxo   I am horrible huh? I will work on it I promise!,0
Was gonna get coffee but got distracted using AppZapper ,4
"@caojunvincent I am ??, follow me ",4
burnt myself on the sandwhich maker  not fun,0
"@stephenrock Oh my god, I love him so much! ha! ",4
@wbboyd Thanks for following! ,4
"@leslieberg April 29, just checking to see what movies we have on our flight.  Have you been there?",4
"It's 1 am. I keep wanting this more and more. I really need to go to sleep, I'm getting to caught up ",0
@Claymoore Hey... on your side bar under &quot;web address&quot; over there-----&gt; your web address is a bad blog page ,0
"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",0
Oops...sorry Vix. That was directed to everyone....not just you.  But yes: It's time!,4
@johncmayer I'll be happy to get a cover up that says &quot; follow @johncmayor on twitter&quot; if you'll fund it LOL and I win of course ,4
Cooking his momma's secret beef tips recipe ,4
not feeling good ,0
@samjmoody Hey Sam!  How old was Dougie when he started  playing bass? xx,4
@Jatty07 lol that will take me 20mins! ill go to the freezer its quicker ,4
"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that ",0
In your own way youre perfect!! Pretty girls only!!  // Good morning!!,4
she's on fox 5 now! ,4
@NGIACMKE That's good sweetie. Tell her we said hi ,4
@beckythegreat  it is...thanks ,4
"@castingoutloud Ya, I got the FTF spam this morning. Make sure that you have your own forum software up to date and be on alert. ",4
is a very sleepy boy  5am starts dont agree with me at all!,0
"Giveaways galore on my blog, http://www.SheScribes.com. Also many reviews (products and books). Something for everyone. ",4
It's going to be be Week 4... TOO SOON ,0
@mattilde33 Happy birthday to you! happy birthday to you! happy birthday to Matilde!!! Happy birthday to you ,4
"@TimMothE why not?! it's just like me announcing in the playground that i probably won't see you 2moro, who actually listens? ",4
Okay so how come my post build events worked last week and this week....nothing. ,0
@bunyan71 Quick question who is the female singer? ,4
tired but not sleepy ,0
@girlimperfectly boo...that's where i'll be sitting too  providing i get the show settled quickly enough anyway! Feel better soon x,0
@NathanFillion just watched that and I had to make a point of figuring out which one he was  Hilarious - thanks for the laughs and songs!,4
"Great to see A tonight. Stoked Silva won, obvs.. Too sick for the bar ",0
@CommREMktgGirl I think we are!! ,4
is sad it's raining out ,0
But i missed breakfast cause of it  and its supposed to snow 3 to 6 inches today. Is it april or january?,0
"grrr... at home, sick... so depressed... ",0
I'm up; it's time for pain meds ,4
Off to work!!!... Enjoy your day my friends! ,4
For some reason I'm in a good mood today despite the fact I have to work on non-SR stuff. Maybe it's the pay at the end... ,4
Awww andy saved the dude from getting hit with the ball! ,4
@pamjob  I aimz to please!,4
Watching intro Erick E on Sensation Brasil '09. Opening with remix of @JordyLishious! Loos!   http://tinyurl.com/d5nxxw,4
"Strange day so far... problems with a network load balancer, problems with checkout, and a big bug fix in checkout. and snow.. screw this ",4
How does Zack Efron get top billing over Matthew Perry? ,0
@TimWestwood  another follower! don't worry I think your better than Ashton Kutcher ,4
"@ImBartSimpson pity bart simpson is 10, not 8. ",4
@_rachelx sozzzle rach for signing out of msn it went wierd and now it wont let me back on ,0
is really ill ,0
Andrew's nipples sliced my hand off. Hahahaha ,4
@AdamBuxton1 yayy. You guys are up for 4 sony awards.  *does small dance*,4
@ TaylorLautner_  looking forward to New Moon ,4
@jonasbrothers http://twitpic.com/3br5p - sweet pic guys!! thanks for being there for me when my dog Meko died.  may she R.I.P.,0
@taylorpeterson are you coming soon? ,4
Grocery shopping... ,0
milkyways are officially my favorite ,4
@jandrick In the UK you need an appointment to go to the apple store! ,0
just an hour and 25mins left of work and then jo and i are hitting the gym ,4
"@vron3509 there is really no &quot;getting twitter&quot;. It's like bad sex, just don't think about it and everything will be fine.  &lt;3 you!",4
I need food... going out to meet sister. i don't even get to drive my car. psh... no. i'm driving hers... ,4
I'm sad bc @iamdiddy is the only reason I got twitter and he doesn't reply!  Good night folks!,0
@richie666 what voices? ME? ,4
@MightySquid come visit me with the dog and go on Patriot's Path here ,4
Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  ,4
"@jjprojects yeah if I'm at a laptop/desktop I can do tabs, but most of my tweeting is on the run with an iphone so it is easier this way ",4
@cherrybun so which one represents you most accurately??? ,4
"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing ",0
"Just got a puncture riding home from work, am bowing walking a mile home ",0
@vintagehalo I wonder if I can find a CL app for my phone?  I can't view Missed Connections at work.  ,0
Watched a movie... feeling sleepy but know that when i actually get up from the lounge and move to bed I'll be wide awake ,0
@hollyrn76 I brought everything with me but left my ann pass at home.  Are we going to disney after ikea?,0
@shannatram  @alice_ash we ate already  but if you wanted to come over with food no one would be offended,0
wants to find @zacharyxbinks but is stumped . . . ,0
Freshly Squeezed lied. They only showed the video in the end! ,0
@room2breathe me either....and when I do it doesnt last long.  Kinda sucks when the weather is nice ,0
"@hedydd: at last! rhywyn i actualy gweld twitter fi ;) yea, v'n busy tan y 20th.bad times  ti'n ok though?",0
damn how can I get all my followers to write me??? ,0
@grace_ish lol 100? nope 800-1000 thats why i was contemplating giving up but my rents sed no ,0
"money well spent, even if it's pretty much a weeks pay ",4
@ohmygoshloriiii you have a lot of followers.. kinda creepy. ,4
Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P,4
Not feeling well and back hurts ,0
just arrived at school traffic was terrible! English &amp; History trimesters then off for 2 weeks ,4
i'm again using my YM to plurk  (yahoo) http://plurk.com/p/ovcs3,4
@matthewrex I tweeted about that yesterday! http://tr.im/iXEt ,4
"@sftbllstar16 love the movie! but considering your fb status, i love that song too  ",4
Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.,0
I will never like getting up at 5 am  dumb work schedule.,0
"@willeagle Yes, there will be moderations done this weekend. our mod team is reviewing this afternoon. ",4
"@GroovyTGoddess  There are too many idiots in the world, that's for sure.",0
rebelution was a bust  now random party in pq,0
'Morning Twitterers! I wish everyone a peaceful and productive day. Enjoy! ,4
I hope not all is lost *sigh* ,0
@SelenaFans its over now  but i watched it. its one of my favorite movies,0
my hair used to be song long  what happened? http://tinyurl.com/chkrmb,0
"mariners, sounders lose ",0
No tweets disappearing as of yet... thats a good sign. ,4
@bethanybean sadbean.com ,0
@chriscantore It's the mother monkey in us ,4
@adamgoucher the code doesn't lie? it sure can in dynamic languages like Ruby when you have no idea what hasn't been overridden ,4
@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? ,4
"Phew... have been away from Twitter for a few days, snowed under with work... what did I miss? ",4
"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",0
Is gonna do some painting now ,4
@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,0
Had an amazing time at The Summer Set! ,4
im going to danniis party nd im gona dress up as a giant duck  yaay!!,4
is listening to 16 Horse Power  ,4
One month from today we'll be on that plane headin' for NY!!    ,4
"btw....to all you trancers, there are some good parties coming up...I'm sad for the Bas &amp;Ram break up party especially  #asot400",0
"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!",0
Coughing up a lung - again !  I've had this on and off since Xmas ,0
ahh the party is almost over  #ASOT400,0
"@tpgraham that's pretty cool, man.  I'm not a fan, but lossless FTW!  I'll check it out ... ",4
@solangeknowles I've never been have only heard great things   Also ï¿½ber excited that @dalionqn &amp; I are going to see you tomoz! YAY! YAY!,4
